id,name
468,TNK1R_E2 Resultant bending moment ArcLength=1.88 [kN.m]
469,TNK1R_E2 Effective tension ArcLength=6.26 [kN]
470,TNK1R_E2 x shear force ArcLength=6.26 [kN]
471,TNK1R_E2 y shear force ArcLength=6.26 [kN]
472,TNK1R_E2 Torque ArcLength=6.26 [kN.m]
473,TNK1R_E2 x bend moment ArcLength=6.26 [kN.m]
474,TNK1R_E2 y bend moment ArcLength=6.26 [kN.m]
475,TNK1R_E2 Resultant shear force ArcLength=6.26 [kN]
476,TNK1R_E2 Resultant bending moment ArcLength=6.26 [kN.m]
477,TNK1R_E2 Effective tension ArcLength=11.26 [kN]
478,TNK1R_E2 x shear force ArcLength=11.26 [kN]
479,TNK1R_E2 y shear force ArcLength=11.26 [kN]
480,TNK1R_E2 Torque ArcLength=11.26 [kN.m]
481,TNK1R_E2 x bend moment ArcLength=11.26 [kN.m]
482,TNK1R_E2 y bend moment ArcLength=11.26 [kN.m]
483,TNK1R_E2 Resultant shear force ArcLength=11.26 [kN]
484,TNK1R_E2 Resultant bending moment ArcLength=11.26 [kN.m]
485,TNK1R_E2 Effective tension ArcLength=13.76 [kN]
486,TNK1R_E2 x shear force ArcLength=13.76 [kN]
487,TNK1R_E2 y shear force ArcLength=13.76 [kN]
488,TNK1R_E2 Torque ArcLength=13.76 [kN.m]
489,TNK1R_E2 x bend moment ArcLength=13.76 [kN.m]
490,TNK1R_E2 y bend moment ArcLength=13.76 [kN.m]
491,TNK1R_E2 Resultant shear force ArcLength=13.76 [kN]
492,TNK1R_E2 Resultant bending moment ArcLength=13.76 [kN.m]
493,RAD2_E1 Effective tension ArcLength=0.00 [kN]
494,RAD2_E1 x shear force ArcLength=0.00 [kN]
495,RAD2_E1 y shear force ArcLength=0.00 [kN]
496,RAD2_E1 Torque ArcLength=0.00 [kN.m]
497,RAD2_E1 x bend moment ArcLength=0.00 [kN.m]
498,RAD2_E1 y bend moment ArcLength=0.00 [kN.m]
499,RAD2_E1 Resultant shear force ArcLength=0.00 [kN]
500,RAD2_E1 Resultant bending moment ArcLength=0.00 [kN.m]
501,RAD2_E1 Effective tension ArcLength=2.79 [kN]
502,RAD2_E1 x shear force ArcLength=2.79 [kN]
503,RAD2_E1 y shear force ArcLength=2.79 [kN]
504,RAD2_E1 Torque ArcLength=2.79 [kN.m]
505,RAD2_E1 x bend moment ArcLength=2.79 [kN.m]
506,RAD2_E1 y bend moment ArcLength=2.79 [kN.m]
507,RAD2_E1 Resultant shear force ArcLength=2.79 [kN]
508,RAD2_E1 Resultant bending moment ArcLength=2.79 [kN.m]
509,RAD2_E1 Effective tension ArcLength=5.58 [kN]
510,RAD2_E1 x shear force ArcLength=5.58 [kN]
511,RAD2_E1 y shear force ArcLength=5.58 [kN]
512,RAD2_E1 Torque ArcLength=5.58 [kN.m]
513,RAD2_E1 x bend moment ArcLength=5.58 [kN.m]
514,RAD2_E1 y bend moment ArcLength=5.58 [kN.m]
515,RAD2_E1 Resultant shear force ArcLength=5.58 [kN]
516,RAD2_E1 Resultant bending moment ArcLength=5.58 [kN.m]
517,RAD2_E2 Effective tension ArcLength=0.00 [kN]
518,RAD2_E2 x shear force ArcLength=0.00 [kN]
519,RAD2_E2 y shear force ArcLength=0.00 [kN]
520,RAD2_E2 Torque ArcLength=0.00 [kN.m]
521,RAD2_E2 x bend moment ArcLength=0.00 [kN.m]
522,RAD2_E2 y bend moment ArcLength=0.00 [kN.m]
523,RAD2_E2 Resultant shear force ArcLength=0.00 [kN]
524,RAD2_E2 Resultant bending moment ArcLength=0.00 [kN.m]
525,RAD2_E2 Effective tension ArcLength=2.49 [kN]
526,RAD2_E2 x shear force ArcLength=2.49 [kN]
527,RAD2_E2 y shear force ArcLength=2.49 [kN]
528,RAD2_E2 Torque ArcLength=2.49 [kN.m]
529,RAD2_E2 x bend moment ArcLength=2.49 [kN.m]
530,RAD2_E2 y bend moment ArcLength=2.49 [kN.m]
531,RAD2_E2 Resultant shear force ArcLength=2.49 [kN]
532,RAD2_E2 Resultant bending moment ArcLength=2.49 [kN.m]
533,RAD2_E2 Effective tension ArcLength=7.47 [kN]
534,RAD2_E2 x shear force ArcLength=7.47 [kN]
535,RAD2_E2 y shear force ArcLength=7.47 [kN]
536,RAD2_E2 Torque ArcLength=7.47 [kN.m]
537,RAD2_E2 x bend moment ArcLength=7.47 [kN.m]
538,RAD2_E2 y bend moment ArcLength=7.47 [kN.m]
539,RAD2_E2 Resultant shear force ArcLength=7.47 [kN]
540,RAD2_E2 Resultant bending moment ArcLength=7.47 [kN.m]
541,RAD2_E2 Effective tension ArcLength=12.45 [kN]
542,RAD2_E2 x shear force ArcLength=12.45 [kN]
543,RAD2_E2 y shear force ArcLength=12.45 [kN]
544,RAD2_E2 Torque ArcLength=12.45 [kN.m]
545,RAD2_E2 x bend moment ArcLength=12.45 [kN.m]
546,RAD2_E2 y bend moment ArcLength=12.45 [kN.m]
547,RAD2_E2 Resultant shear force ArcLength=12.45 [kN]
548,RAD2_E2 Resultant bending moment ArcLength=12.45 [kN.m]
549,RAD2_E2 Effective tension ArcLength=17.43 [kN]
550,RAD2_E2 x shear force ArcLength=17.43 [kN]
551,RAD2_E2 y shear force ArcLength=17.43 [kN]
552,RAD2_E2 Torque ArcLength=17.43 [kN.m]
553,RAD2_E2 x bend moment ArcLength=17.43 [kN.m]
554,RAD2_E2 y bend moment ArcLength=17.43 [kN.m]
555,RAD2_E2 Resultant shear force ArcLength=17.43 [kN]
556,RAD2_E2 Resultant bending moment ArcLength=17.43 [kN.m]
557,RAD2_E2 Effective tension ArcLength=19.92 [kN]
558,RAD2_E2 x shear force ArcLength=19.92 [kN]
559,RAD2_E2 y shear force ArcLength=19.92 [kN]
560,RAD2_E2 Torque ArcLength=19.92 [kN.m]
561,RAD2_E2 x bend moment ArcLength=19.92 [kN.m]
562,RAD2_E2 y bend moment ArcLength=19.92 [kN.m]
563,RAD2_E2 Resultant shear force ArcLength=19.92 [kN]
564,RAD2_E2 Resultant bending moment ArcLength=19.92 [kN.m]
565,RAD2_E3 Effective tension ArcLength=0.00 [kN]
566,RAD2_E3 x shear force ArcLength=0.00 [kN]
567,RAD2_E3 y shear force ArcLength=0.00 [kN]
568,RAD2_E3 Torque ArcLength=0.00 [kN.m]
569,RAD2_E3 x bend moment ArcLength=0.00 [kN.m]
570,RAD2_E3 y bend moment ArcLength=0.00 [kN.m]
571,RAD2_E3 Resultant shear force ArcLength=0.00 [kN]
572,RAD2_E3 Resultant bending moment ArcLength=0.00 [kN.m]
573,RAD2_E3 Effective tension ArcLength=3.25 [kN]
574,RAD2_E3 x shear force ArcLength=3.25 [kN]
575,RAD2_E3 y shear force ArcLength=3.25 [kN]
576,RAD2_E3 Torque ArcLength=3.25 [kN.m]
577,RAD2_E3 x bend moment ArcLength=3.25 [kN.m]
578,RAD2_E3 y bend moment ArcLength=3.25 [kN.m]
579,RAD2_E3 Resultant shear force ArcLength=3.25 [kN]
580,RAD2_E3 Resultant bending moment ArcLength=3.25 [kN.m]
581,RAD2_E3 Effective tension ArcLength=6.50 [kN]
582,RAD2_E3 x shear force ArcLength=6.50 [kN]
583,RAD2_E3 y shear force ArcLength=6.50 [kN]
584,RAD2_E3 Torque ArcLength=6.50 [kN.m]
585,RAD2_E3 x bend moment ArcLength=6.50 [kN.m]
586,RAD2_E3 y bend moment ArcLength=6.50 [kN.m]
587,RAD2_E3 Resultant shear force ArcLength=6.50 [kN]
588,RAD2_E3 Resultant bending moment ArcLength=6.50 [kN.m]
589,RAD2_E4 Effective tension ArcLength=0.00 [kN]
590,RAD2_E4 x shear force ArcLength=0.00 [kN]
591,RAD2_E4 y shear force ArcLength=0.00 [kN]
592,RAD2_E4 Torque ArcLength=0.00 [kN.m]
593,RAD2_E4 x bend moment ArcLength=0.00 [kN.m]
594,RAD2_E4 y bend moment ArcLength=0.00 [kN.m]
595,RAD2_E4 Resultant shear force ArcLength=0.00 [kN]
596,RAD2_E4 Resultant bending moment ArcLength=0.00 [kN.m]
597,RAD2_E4 Effective tension ArcLength=3.43 [kN]
598,RAD2_E4 x shear force ArcLength=3.43 [kN]
599,RAD2_E4 y shear force ArcLength=3.43 [kN]
600,RAD2_E4 Torque ArcLength=3.43 [kN.m]
601,RAD2_E4 x bend moment ArcLength=3.43 [kN.m]
602,RAD2_E4 y bend moment ArcLength=3.43 [kN.m]
603,RAD2_E4 Resultant shear force ArcLength=3.43 [kN]
604,RAD2_E4 Resultant bending moment ArcLength=3.43 [kN.m]
605,RAD2_E4 Effective tension ArcLength=6.87 [kN]
606,RAD2_E4 x shear force ArcLength=6.87 [kN]
607,RAD2_E4 y shear force ArcLength=6.87 [kN]
608,RAD2_E4 Torque ArcLength=6.87 [kN.m]
609,RAD2_E4 x bend moment ArcLength=6.87 [kN.m]
610,RAD2_E4 y bend moment ArcLength=6.87 [kN.m]
611,RAD2_E4 Resultant shear force ArcLength=6.87 [kN]
612,RAD2_E4 Resultant bending moment ArcLength=6.87 [kN.m]
613,RAD2_E5 Effective tension ArcLength=0.00 [kN]
614,RAD2_E5 x shear force ArcLength=0.00 [kN]
615,RAD2_E5 y shear force ArcLength=0.00 [kN]
616,RAD2_E5 Torque ArcLength=0.00 [kN.m]
617,RAD2_E5 x bend moment ArcLength=0.00 [kN.m]
618,RAD2_E5 y bend moment ArcLength=0.00 [kN.m]
619,RAD2_E5 Resultant shear force ArcLength=0.00 [kN]
620,RAD2_E5 Resultant bending moment ArcLength=0.00 [kN.m]
621,RAD2_E5 Effective tension ArcLength=2.57 [kN]
622,RAD2_E5 x shear force ArcLength=2.57 [kN]
623,RAD2_E5 y shear force ArcLength=2.57 [kN]
624,RAD2_E5 Torque ArcLength=2.57 [kN.m]
625,RAD2_E5 x bend moment ArcLength=2.57 [kN.m]
626,RAD2_E5 y bend moment ArcLength=2.57 [kN.m]
627,RAD2_E5 Resultant shear force ArcLength=2.57 [kN]
628,RAD2_E5 Resultant bending moment ArcLength=2.57 [kN.m]
629,RAD2_E5 Effective tension ArcLength=5.13 [kN]
630,RAD2_E5 x shear force ArcLength=5.13 [kN]
631,RAD2_E5 y shear force ArcLength=5.13 [kN]
632,RAD2_E5 Torque ArcLength=5.13 [kN.m]
633,RAD2_E5 x bend moment ArcLength=5.13 [kN.m]
634,RAD2_E5 y bend moment ArcLength=5.13 [kN.m]
635,RAD2_E5 Resultant shear force ArcLength=5.13 [kN]
636,RAD2_E5 Resultant bending moment ArcLength=5.13 [kN.m]
637,TNK2L_E1 Effective tension ArcLength=0.00 [kN]
638,TNK2L_E1 x shear force ArcLength=0.00 [kN]
639,TNK2L_E1 y shear force ArcLength=0.00 [kN]
640,TNK2L_E1 Torque ArcLength=0.00 [kN.m]
641,TNK2L_E1 x bend moment ArcLength=0.00 [kN.m]
642,TNK2L_E1 y bend moment ArcLength=0.00 [kN.m]
643,TNK2L_E1 Resultant shear force ArcLength=0.00 [kN]
644,TNK2L_E1 Resultant bending moment ArcLength=0.00 [kN.m]
645,TNK2L_E1 Effective tension ArcLength=3.73 [kN]
646,TNK2L_E1 x shear force ArcLength=3.73 [kN]
647,TNK2L_E1 y shear force ArcLength=3.73 [kN]
648,TNK2L_E1 Torque ArcLength=3.73 [kN.m]
649,TNK2L_E1 x bend moment ArcLength=3.73 [kN.m]
650,TNK2L_E1 y bend moment ArcLength=3.73 [kN.m]
651,TNK2L_E1 Resultant shear force ArcLength=3.73 [kN]
652,TNK2L_E1 Resultant bending moment ArcLength=3.73 [kN.m]
653,TNK2L_E1 Effective tension ArcLength=7.46 [kN]
654,TNK2L_E1 x shear force ArcLength=7.46 [kN]
655,TNK2L_E1 y shear force ArcLength=7.46 [kN]
656,TNK2L_E1 Torque ArcLength=7.46 [kN.m]
657,TNK2L_E1 x bend moment ArcLength=7.46 [kN.m]
658,TNK2L_E1 y bend moment ArcLength=7.46 [kN.m]
659,TNK2L_E1 Resultant shear force ArcLength=7.46 [kN]
660,TNK2L_E1 Resultant bending moment ArcLength=7.46 [kN.m]
661,TNK2L_E2 Effective tension ArcLength=0.00 [kN]
662,TNK2L_E2 x shear force ArcLength=0.00 [kN]
663,TNK2L_E2 y shear force ArcLength=0.00 [kN]
664,TNK2L_E2 Torque ArcLength=0.00 [kN.m]
665,TNK2L_E2 x bend moment ArcLength=0.00 [kN.m]
666,TNK2L_E2 y bend moment ArcLength=0.00 [kN.m]
667,TNK2L_E2 Resultant shear force ArcLength=0.00 [kN]
668,TNK2L_E2 Resultant bending moment ArcLength=0.00 [kN.m]
669,TNK2L_E2 Effective tension ArcLength=3.27 [kN]
670,TNK2L_E2 x shear force ArcLength=3.27 [kN]
671,TNK2L_E2 y shear force ArcLength=3.27 [kN]
672,TNK2L_E2 Torque ArcLength=3.27 [kN.m]
673,TNK2L_E2 x bend moment ArcLength=3.27 [kN.m]
674,TNK2L_E2 y bend moment ArcLength=3.27 [kN.m]
675,TNK2L_E2 Resultant shear force ArcLength=3.27 [kN]
676,TNK2L_E2 Resultant bending moment ArcLength=3.27 [kN.m]
677,TNK2L_E2 Effective tension ArcLength=9.54 [kN]
678,TNK2L_E2 x shear force ArcLength=9.54 [kN]
679,TNK2L_E2 y shear force ArcLength=9.54 [kN]
680,TNK2L_E2 Torque ArcLength=9.54 [kN.m]
681,TNK2L_E2 x bend moment ArcLength=9.54 [kN.m]
682,TNK2L_E2 y bend moment ArcLength=9.54 [kN.m]
683,TNK2L_E2 Resultant shear force ArcLength=9.54 [kN]
684,TNK2L_E2 Resultant bending moment ArcLength=9.54 [kN.m]
685,TNK2L_E2 Effective tension ArcLength=12.54 [kN]
686,TNK2L_E2 x shear force ArcLength=12.54 [kN]
687,TNK2L_E2 y shear force ArcLength=12.54 [kN]
688,TNK2L_E2 Torque ArcLength=12.54 [kN.m]
689,TNK2L_E2 x bend moment ArcLength=12.54 [kN.m]
690,TNK2L_E2 y bend moment ArcLength=12.54 [kN.m]
691,TNK2L_E2 Resultant shear force ArcLength=12.54 [kN]
692,TNK2L_E2 Resultant bending moment ArcLength=12.54 [kN.m]
693,TNK2R_E1 Effective tension ArcLength=0.00 [kN]
694,TNK2R_E1 x shear force ArcLength=0.00 [kN]
695,TNK2R_E1 y shear force ArcLength=0.00 [kN]
696,TNK2R_E1 Torque ArcLength=0.00 [kN.m]
697,TNK2R_E1 x bend moment ArcLength=0.00 [kN.m]
698,TNK2R_E1 y bend moment ArcLength=0.00 [kN.m]
699,TNK2R_E1 Resultant shear force ArcLength=0.00 [kN]
700,TNK2R_E1 Resultant bending moment ArcLength=0.00 [kN.m]
701,TNK2R_E1 Effective tension ArcLength=3.73 [kN]
702,TNK2R_E1 x shear force ArcLength=3.73 [kN]
703,TNK2R_E1 y shear force ArcLength=3.73 [kN]
704,TNK2R_E1 Torque ArcLength=3.73 [kN.m]
705,TNK2R_E1 x bend moment ArcLength=3.73 [kN.m]
706,TNK2R_E1 y bend moment ArcLength=3.73 [kN.m]
707,TNK2R_E1 Resultant shear force ArcLength=3.73 [kN]
708,TNK2R_E1 Resultant bending moment ArcLength=3.73 [kN.m]
709,TNK2R_E1 Effective tension ArcLength=7.46 [kN]
710,TNK2R_E1 x shear force ArcLength=7.46 [kN]
711,TNK2R_E1 y shear force ArcLength=7.46 [kN]
712,TNK2R_E1 Torque ArcLength=7.46 [kN.m]
713,TNK2R_E1 x bend moment ArcLength=7.46 [kN.m]
714,TNK2R_E1 y bend moment ArcLength=7.46 [kN.m]
715,TNK2R_E1 Resultant shear force ArcLength=7.46 [kN]
716,TNK2R_E1 Resultant bending moment ArcLength=7.46 [kN.m]
717,TNK2R_E2 Effective tension ArcLength=0.00 [kN]
718,TNK2R_E2 x shear force ArcLength=0.00 [kN]
719,TNK2R_E2 y shear force ArcLength=0.00 [kN]
720,TNK2R_E2 Torque ArcLength=0.00 [kN.m]
721,TNK2R_E2 x bend moment ArcLength=0.00 [kN.m]
722,TNK2R_E2 y bend moment ArcLength=0.00 [kN.m]
723,TNK2R_E2 Resultant shear force ArcLength=0.00 [kN]
724,TNK2R_E2 Resultant bending moment ArcLength=0.00 [kN.m]
725,TNK2R_E2 Effective tension ArcLength=3.27 [kN]
726,TNK2R_E2 x shear force ArcLength=3.27 [kN]
727,TNK2R_E2 y shear force ArcLength=3.27 [kN]
728,TNK2R_E2 Torque ArcLength=3.27 [kN.m]
729,TNK2R_E2 x bend moment ArcLength=3.27 [kN.m]
730,TNK2R_E2 y bend moment ArcLength=3.27 [kN.m]
731,TNK2R_E2 Resultant shear force ArcLength=3.27 [kN]
732,TNK2R_E2 Resultant bending moment ArcLength=3.27 [kN.m]
733,TNK2R_E2 Effective tension ArcLength=9.54 [kN]
734,TNK2R_E2 x shear force ArcLength=9.54 [kN]
735,TNK2R_E2 y shear force ArcLength=9.54 [kN]
736,TNK2R_E2 Torque ArcLength=9.54 [kN.m]
737,TNK2R_E2 x bend moment ArcLength=9.54 [kN.m]
738,TNK2R_E2 y bend moment ArcLength=9.54 [kN.m]
739,TNK2R_E2 Resultant shear force ArcLength=9.54 [kN]
740,TNK2R_E2 Resultant bending moment ArcLength=9.54 [kN.m]
741,TNK2R_E2 Effective tension ArcLength=12.54 [kN]
742,TNK2R_E2 x shear force ArcLength=12.54 [kN]
743,TNK2R_E2 y shear force ArcLength=12.54 [kN]
744,TNK2R_E2 Torque ArcLength=12.54 [kN.m]
745,TNK2R_E2 x bend moment ArcLength=12.54 [kN.m]
746,TNK2R_E2 y bend moment ArcLength=12.54 [kN.m]
747,TNK2R_E2 Resultant shear force ArcLength=12.54 [kN]
748,TNK2R_E2 Resultant bending moment ArcLength=12.54 [kN.m]
749,RAD3_E1 Effective tension ArcLength=0.00 [kN]
750,RAD3_E1 x shear force ArcLength=0.00 [kN]
751,RAD3_E1 y shear force ArcLength=0.00 [kN]
752,RAD3_E1 Torque ArcLength=0.00 [kN.m]
753,RAD3_E1 x bend moment ArcLength=0.00 [kN.m]
754,RAD3_E1 y bend moment ArcLength=0.00 [kN.m]
755,RAD3_E1 Resultant shear force ArcLength=0.00 [kN]
756,RAD3_E1 Resultant bending moment ArcLength=0.00 [kN.m]
757,RAD3_E1 Effective tension ArcLength=2.79 [kN]
758,RAD3_E1 x shear force ArcLength=2.79 [kN]
759,RAD3_E1 y shear force ArcLength=2.79 [kN]
760,RAD3_E1 Torque ArcLength=2.79 [kN.m]
761,RAD3_E1 x bend moment ArcLength=2.79 [kN.m]
762,RAD3_E1 y bend moment ArcLength=2.79 [kN.m]
763,RAD3_E1 Resultant shear force ArcLength=2.79 [kN]
764,RAD3_E1 Resultant bending moment ArcLength=2.79 [kN.m]
765,RAD3_E1 Effective tension ArcLength=5.58 [kN]
766,RAD3_E1 x shear force ArcLength=5.58 [kN]
767,RAD3_E1 y shear force ArcLength=5.58 [kN]
768,RAD3_E1 Torque ArcLength=5.58 [kN.m]
769,RAD3_E1 x bend moment ArcLength=5.58 [kN.m]
770,RAD3_E1 y bend moment ArcLength=5.58 [kN.m]
771,RAD3_E1 Resultant shear force ArcLength=5.58 [kN]
772,RAD3_E1 Resultant bending moment ArcLength=5.58 [kN.m]
773,RAD3_E2 Effective tension ArcLength=0.00 [kN]
774,RAD3_E2 x shear force ArcLength=0.00 [kN]
775,RAD3_E2 y shear force ArcLength=0.00 [kN]
776,RAD3_E2 Torque ArcLength=0.00 [kN.m]
777,RAD3_E2 x bend moment ArcLength=0.00 [kN.m]
778,RAD3_E2 y bend moment ArcLength=0.00 [kN.m]
779,RAD3_E2 Resultant shear force ArcLength=0.00 [kN]
780,RAD3_E2 Resultant bending moment ArcLength=0.00 [kN.m]
781,RAD3_E2 Effective tension ArcLength=2.49 [kN]
782,RAD3_E2 x shear force ArcLength=2.49 [kN]
783,RAD3_E2 y shear force ArcLength=2.49 [kN]
784,RAD3_E2 Torque ArcLength=2.49 [kN.m]
785,RAD3_E2 x bend moment ArcLength=2.49 [kN.m]
786,RAD3_E2 y bend moment ArcLength=2.49 [kN.m]
787,RAD3_E2 Resultant shear force ArcLength=2.49 [kN]
788,RAD3_E2 Resultant bending moment ArcLength=2.49 [kN.m]
789,RAD3_E2 Effective tension ArcLength=7.47 [kN]
790,RAD3_E2 x shear force ArcLength=7.47 [kN]
791,RAD3_E2 y shear force ArcLength=7.47 [kN]
792,RAD3_E2 Torque ArcLength=7.47 [kN.m]
793,RAD3_E2 x bend moment ArcLength=7.47 [kN.m]
794,RAD3_E2 y bend moment ArcLength=7.47 [kN.m]
795,RAD3_E2 Resultant shear force ArcLength=7.47 [kN]
796,RAD3_E2 Resultant bending moment ArcLength=7.47 [kN.m]
797,RAD3_E2 Effective tension ArcLength=12.45 [kN]
798,RAD3_E2 x shear force ArcLength=12.45 [kN]
799,RAD3_E2 y shear force ArcLength=12.45 [kN]
800,RAD3_E2 Torque ArcLength=12.45 [kN.m]
801,RAD3_E2 x bend moment ArcLength=12.45 [kN.m]
802,RAD3_E2 y bend moment ArcLength=12.45 [kN.m]
803,RAD3_E2 Resultant shear force ArcLength=12.45 [kN]
804,RAD3_E2 Resultant bending moment ArcLength=12.45 [kN.m]
805,RAD3_E2 Effective tension ArcLength=17.43 [kN]
806,RAD3_E2 x shear force ArcLength=17.43 [kN]
807,RAD3_E2 y shear force ArcLength=17.43 [kN]
808,RAD3_E2 Torque ArcLength=17.43 [kN.m]
809,RAD3_E2 x bend moment ArcLength=17.43 [kN.m]
810,RAD3_E2 y bend moment ArcLength=17.43 [kN.m]
811,RAD3_E2 Resultant shear force ArcLength=17.43 [kN]
812,RAD3_E2 Resultant bending moment ArcLength=17.43 [kN.m]
813,RAD3_E2 Effective tension ArcLength=19.92 [kN]
814,RAD3_E2 x shear force ArcLength=19.92 [kN]
815,RAD3_E2 y shear force ArcLength=19.92 [kN]
816,RAD3_E2 Torque ArcLength=19.92 [kN.m]
817,RAD3_E2 x bend moment ArcLength=19.92 [kN.m]
818,RAD3_E2 y bend moment ArcLength=19.92 [kN.m]
819,RAD3_E2 Resultant shear force ArcLength=19.92 [kN]
820,RAD3_E2 Resultant bending moment ArcLength=19.92 [kN.m]
821,RAD3_E3 Effective tension ArcLength=0.00 [kN]
822,RAD3_E3 x shear force ArcLength=0.00 [kN]
823,RAD3_E3 y shear force ArcLength=0.00 [kN]
824,RAD3_E3 Torque ArcLength=0.00 [kN.m]
825,RAD3_E3 x bend moment ArcLength=0.00 [kN.m]
826,RAD3_E3 y bend moment ArcLength=0.00 [kN.m]
827,RAD3_E3 Resultant shear force ArcLength=0.00 [kN]
828,RAD3_E3 Resultant bending moment ArcLength=0.00 [kN.m]
829,RAD3_E3 Effective tension ArcLength=3.25 [kN]
830,RAD3_E3 x shear force ArcLength=3.25 [kN]
831,RAD3_E3 y shear force ArcLength=3.25 [kN]
832,RAD3_E3 Torque ArcLength=3.25 [kN.m]
833,RAD3_E3 x bend moment ArcLength=3.25 [kN.m]
834,RAD3_E3 y bend moment ArcLength=3.25 [kN.m]
835,RAD3_E3 Resultant shear force ArcLength=3.25 [kN]
836,RAD3_E3 Resultant bending moment ArcLength=3.25 [kN.m]
837,RAD3_E3 Effective tension ArcLength=6.50 [kN]
838,RAD3_E3 x shear force ArcLength=6.50 [kN]
839,RAD3_E3 y shear force ArcLength=6.50 [kN]
840,RAD3_E3 Torque ArcLength=6.50 [kN.m]
841,RAD3_E3 x bend moment ArcLength=6.50 [kN.m]
842,RAD3_E3 y bend moment ArcLength=6.50 [kN.m]
843,RAD3_E3 Resultant shear force ArcLength=6.50 [kN]
844,RAD3_E3 Resultant bending moment ArcLength=6.50 [kN.m]
845,RAD3_E4 Effective tension ArcLength=0.00 [kN]
846,RAD3_E4 x shear force ArcLength=0.00 [kN]
847,RAD3_E4 y shear force ArcLength=0.00 [kN]
848,RAD3_E4 Torque ArcLength=0.00 [kN.m]
849,RAD3_E4 x bend moment ArcLength=0.00 [kN.m]
850,RAD3_E4 y bend moment ArcLength=0.00 [kN.m]
851,RAD3_E4 Resultant shear force ArcLength=0.00 [kN]
852,RAD3_E4 Resultant bending moment ArcLength=0.00 [kN.m]
853,RAD3_E4 Effective tension ArcLength=3.43 [kN]
854,RAD3_E4 x shear force ArcLength=3.43 [kN]
855,RAD3_E4 y shear force ArcLength=3.43 [kN]
856,RAD3_E4 Torque ArcLength=3.43 [kN.m]
857,RAD3_E4 x bend moment ArcLength=3.43 [kN.m]
858,RAD3_E4 y bend moment ArcLength=3.43 [kN.m]
859,RAD3_E4 Resultant shear force ArcLength=3.43 [kN]
860,RAD3_E4 Resultant bending moment ArcLength=3.43 [kN.m]
861,RAD3_E4 Effective tension ArcLength=6.87 [kN]
862,RAD3_E4 x shear force ArcLength=6.87 [kN]
863,RAD3_E4 y shear force ArcLength=6.87 [kN]
864,RAD3_E4 Torque ArcLength=6.87 [kN.m]
865,RAD3_E4 x bend moment ArcLength=6.87 [kN.m]
866,RAD3_E4 y bend moment ArcLength=6.87 [kN.m]
867,RAD3_E4 Resultant shear force ArcLength=6.87 [kN]
868,RAD3_E4 Resultant bending moment ArcLength=6.87 [kN.m]
869,RAD3_E5 Effective tension ArcLength=0.00 [kN]
870,RAD3_E5 x shear force ArcLength=0.00 [kN]
871,RAD3_E5 y shear force ArcLength=0.00 [kN]
872,RAD3_E5 Torque ArcLength=0.00 [kN.m]
873,RAD3_E5 x bend moment ArcLength=0.00 [kN.m]
874,RAD3_E5 y bend moment ArcLength=0.00 [kN.m]
875,RAD3_E5 Resultant shear force ArcLength=0.00 [kN]
876,RAD3_E5 Resultant bending moment ArcLength=0.00 [kN.m]
877,RAD3_E5 Effective tension ArcLength=2.57 [kN]
878,RAD3_E5 x shear force ArcLength=2.57 [kN]
879,RAD3_E5 y shear force ArcLength=2.57 [kN]
880,RAD3_E5 Torque ArcLength=2.57 [kN.m]
881,RAD3_E5 x bend moment ArcLength=2.57 [kN.m]
882,RAD3_E5 y bend moment ArcLength=2.57 [kN.m]
883,RAD3_E5 Resultant shear force ArcLength=2.57 [kN]
884,RAD3_E5 Resultant bending moment ArcLength=2.57 [kN.m]
885,RAD3_E5 Effective tension ArcLength=5.13 [kN]
886,RAD3_E5 x shear force ArcLength=5.13 [kN]
887,RAD3_E5 y shear force ArcLength=5.13 [kN]
888,RAD3_E5 Torque ArcLength=5.13 [kN.m]
889,RAD3_E5 x bend moment ArcLength=5.13 [kN.m]
890,RAD3_E5 y bend moment ArcLength=5.13 [kN.m]
891,RAD3_E5 Resultant shear force ArcLength=5.13 [kN]
892,RAD3_E5 Resultant bending moment ArcLength=5.13 [kN.m]
893,TNK3L_E1 Effective tension ArcLength=0.00 [kN]
894,TNK3L_E1 x shear force ArcLength=0.00 [kN]
895,TNK3L_E1 y shear force ArcLength=0.00 [kN]
896,TNK3L_E1 Torque ArcLength=0.00 [kN.m]
897,TNK3L_E1 x bend moment ArcLength=0.00 [kN.m]
898,TNK3L_E1 y bend moment ArcLength=0.00 [kN.m]
899,TNK3L_E1 Resultant shear force ArcLength=0.00 [kN]
900,TNK3L_E1 Resultant bending moment ArcLength=0.00 [kN.m]
901,TNK3L_E1 Effective tension ArcLength=3.73 [kN]
902,TNK3L_E1 x shear force ArcLength=3.73 [kN]
903,TNK3L_E1 y shear force ArcLength=3.73 [kN]
904,TNK3L_E1 Torque ArcLength=3.73 [kN.m]
905,TNK3L_E1 x bend moment ArcLength=3.73 [kN.m]
906,TNK3L_E1 y bend moment ArcLength=3.73 [kN.m]
907,TNK3L_E1 Resultant shear force ArcLength=3.73 [kN]
908,TNK3L_E1 Resultant bending moment ArcLength=3.73 [kN.m]
909,TNK3L_E1 Effective tension ArcLength=7.46 [kN]
910,TNK3L_E1 x shear force ArcLength=7.46 [kN]
911,TNK3L_E1 y shear force ArcLength=7.46 [kN]
